time,tmax,tmin,rain,wind,sun
2021-04-19,17.5,13.6,0.5,11.6,9.17
2021-04-20,19.2,13.4,23.1,34.2,5.0
2021-04-21,19.8,14.5,0.9,18.4,11.73
2021-04-22,19.6,14.0,0.0,18.2,13.02
2021-04-23,19.8,12.3,6.1,15.3,11.52
2021-04-24,18.8,15.1,1.6,24.1,13.45
2021-04-25,17.4,14.8,1.2,26.5,12.15
2021-04-26,17.4,13.7,1.1,19.5,12.02
2021-04-27,17.9,13.8,3.7,22.4,10.92
2021-04-28,16.6,9.7,0.0,13.0,12.69
2021-04-29,17.5,8.1,0.0,13.9,13.24
2021-04-30,17.9,11.9,1.2,21.4,10.42
2021-05-01,18.7,11.2,0.0,18.5,13.62
2021-05-02,15.6,8.9,0.0,16.7,13.85
2021-05-03,16.9,7.5,0.0,9.4,13.51
2021-05-04,17.9,11.8,0.0,14.1,11.59
2021-05-05,18.3,11.7,0.0,14.1,11.35
2021-05-06,19.1,12.3,0.0,15.5,9.68
2021-05-07,19.0,13.0,0.1,29.3,8.88
2021-05-08,18.3,17.0,1.4,27.8,3.31
2021-05-09,19.4,16.5,4.5,22.7,4.35
2021-05-10,19.6,16.4,3.6,12.7,6.38
2021-05-11,19.9,15.5,0.9,19.6,8.41
2021-05-12,19.5,14.1,12.9,22.0,9.28
2021-05-13,15.2,9.1,1.2,21.4,12.23
2021-05-14,17.6,5.3,0.0,31.0,10.21
2021-05-15,18.7,12.7,15.7,43.5,10.54
2021-05-16,18.3,11.3,0.1,19.5,10.5
2021-05-17,17.7,14.8,1.7,30.8,8.76
2021-05-18,16.9,14.0,2.9,36.8,8.57
2021-05-19,17.6,14.9,0.6,33.5,8.74
2021-05-20,18.0,12.6,0.5,20.3,8.52
2021-05-21,16.7,10.5,0.0,10.9,6.89
2021-05-22,16.2,10.7,0.0,22.7,6.83
2021-05-23,15.2,12.7,1.9,31.8,5.48
2021-05-24,16.3,12.5,0.0,29.7,6.58
2021-05-25,16.4,10.0,0.0,28.3,8.91
2021-05-26,14.8,8.7,0.0,21.9,10.33
2021-05-27,14.6,7.2,0.0,13.6,11.0
2021-05-28,15.3,6.8,5.5,26.5,5.74
2021-05-29,15.7,11.1,3.1,33.3,4.37
2021-05-30,14.3,10.9,0.6,21.9,6.95
2021-05-31,14.5,12.0,2.5,22.9,7.01
2021-06-01,15.4,9.2,0.0,23.2,10.35
2021-06-02,16.1,9.3,0.7,23.4,7.44
2021-06-03,16.5,10.5,0.4,10.5,8.12
2021-06-04,15.8,9.8,0.0,11.5,9.04
2021-06-05,16.4,12.4,1.3,25.9,7.14
2021-06-06,15.8,14.5,11.2,31.0,2.21
2021-06-07,15.5,14.4,10.4,36.9,3.1
2021-06-08,16.5,13.4,0.8,26.6,7.42
2021-06-09,17.5,13.2,0.3,22.7,7.03
2021-06-10,17.5,14.1,0.1,19.6,6.95
2021-06-11,17.1,12.2,0.0,15.4,6.38
2021-06-12,17.0,11.7,0.0,15.3,9.27
2021-06-13,16.3,14.1,1.7,25.3,3.8
2021-06-14,17.0,14.5,16.8,34.0,2.17
2021-06-15,16.4,13.9,6.6,16.8,2.22
2021-06-16,16.4,12.2,0.4,20.4,7.89
2021-06-17,15.9,10.1,0.3,18.1,7.33
2021-06-18,15.6,9.8,0.2,17.6,6.39
2021-06-19,17.1,14.2,20.2,35.7,6.79
2021-06-20,15.4,12.3,19.3,19.8,6.67
2021-06-21,16.2,11.2,0.4,33.0,7.51
2021-06-22,15.5,9.6,0.0,31.7,9.68
2021-06-23,13.2,6.6,0.0,12.7,9.93
2021-06-24,13.9,6.0,0.0,11.3,9.93
2021-06-25,14.6,10.5,0.4,14.2,3.47
2021-06-26,17.3,11.7,0.2,23.1,6.38
2021-06-27,17.4,15.0,14.3,34.1,3.46
2021-06-28,16.0,12.8,0.5,29.4,6.05
2021-06-29,12.9,7.1,0.9,44.9,8.96
2021-06-30,13.3,4.7,0.0,23.5,9.9
2021-07-01,13.8,4.9,0.0,12.2,9.99
2021-07-02,13.3,5.5,0.0,9.8,9.77
2021-07-03,13.0,5.2,0.0,11.4,10.0
2021-07-04,13.0,5.0,0.0,10.6,9.99
2021-07-05,13.2,5.4,0.0,16.1,10.26
2021-07-06,15.7,10.8,0.9,38.4,6.67
2021-07-07,15.0,11.9,14.3,34.1,4.6
2021-07-08,13.1,11.8,0.1,33.4,7.25
2021-07-09,13.9,11.3,1.0,26.9,8.23
2021-07-10,14.5,9.8,0.2,24.4,8.22
2021-07-11,12.5,8.5,0.1,23.6,4.49
2021-07-12,10.7,8.5,4.0,26.0,3.82
2021-07-13,13.3,7.4,0.0,25.1,9.97
2021-07-14,12.4,4.2,0.1,16.4,10.02
2021-07-15,14.9,6.8,0.1,12.9,10.08
2021-07-16,15.7,10.0,0.2,33.9,8.28
2021-07-17,16.6,14.3,29.5,45.8,1.2
2021-07-18,17.3,12.3,9.8,34.4,7.65
2021-07-19,14.8,12.2,1.6,28.7,8.56
2021-07-20,15.2,8.1,0.6,16.3,9.44
2021-07-21,15.4,8.4,14.2,29.9,5.49
2021-07-22,15.8,11.4,1.2,20.8,9.25
2021-07-23,14.0,9.4,1.5,18.8,7.29
2021-07-24,14.5,7.9,0.3,17.4,10.33
2021-07-25,14.5,12.0,1.1,35.7,6.43
2021-07-26,16.6,12.0,16.2,42.9,6.66
2021-07-27,13.3,10.8,1.8,31.5,9.69
2021-07-28,15.3,9.9,0.0,25.1,10.35
2021-07-29,15.4,9.2,1.1,10.8,7.84
2021-07-30,15.2,9.7,0.3,24.0,9.15
2021-07-31,15.9,11.1,0.2,28.0,9.76
2021-08-01,14.3,6.9,0.0,13.9,11.52
2021-08-02,15.3,9.5,3.2,21.0,9.37
2021-08-03,13.2,10.9,2.4,51.0,9.58
2021-08-04,13.8,7.5,0.4,18.7,12.73
2021-08-05,14.5,10.6,6.8,25.4,4.83
2021-08-06,14.5,11.5,4.1,25.0,9.09
2021-08-07,15.1,12.0,0.4,45.9,10.67
2021-08-08,14.8,10.2,4.1,35.5,8.71
2021-08-09,10.9,7.4,0.0,39.0,12.59
2021-08-10,13.9,6.0,0.0,25.2,12.72
2021-08-11,14.9,9.9,0.7,26.3,10.5
2021-08-12,14.9,8.9,0.3,17.6,11.25
2021-08-13,14.5,10.4,6.2,23.1,6.23
2021-08-14,14.4,10.9,0.1,28.8,11.37
2021-08-15,14.1,9.3,0.3,22.8,10.34
2021-08-16,14.9,9.3,0.2,18.8,12.18
2021-08-17,17.3,10.4,16.8,39.9,8.8
2021-08-18,14.0,10.1,3.5,30.3,12.21
2021-08-19,14.0,9.0,0.1,23.7,12.2
2021-08-20,14.8,8.6,0.4,24.2,11.73
2021-08-21,13.3,7.4,0.6,24.9,8.63
2021-08-22,13.9,8.4,0.3,23.7,11.57
2021-08-23,14.5,6.0,0.1,19.0,14.85
2021-08-24,14.3,7.3,0.0,19.2,14.37
2021-08-25,14.4,7.8,0.0,16.3,13.26
2021-08-26,14.7,10.7,0.2,29.5,12.62
2021-08-27,14.6,12.9,9.6,33.0,4.17
2021-08-28,16.3,13.5,24.1,31.0,8.96
2021-08-29,16.8,10.7,5.0,19.7,12.75
2021-08-30,15.1,10.2,29.2,40.5,9.6
2021-08-31,13.3,11.4,33.0,48.8,7.52
2021-09-01,14.0,9.3,3.8,29.4,10.28
2021-09-02,14.9,8.4,0.0,15.8,15.07
2021-09-03,15.3,7.0,0.3,18.8,15.27
2021-09-04,14.8,7.4,0.0,19.2,17.45
2021-09-05,15.0,7.7,0.2,14.3,15.59
2021-09-06,15.0,8.7,1.1,31.6,13.77
2021-09-07,15.0,11.9,13.3,27.0,4.62
2021-09-08,12.2,10.4,5.5,50.5,10.91
2021-09-09,14.9,11.2,0.5,32.9,14.1
2021-09-10,16.4,13.2,2.2,38.5,13.2
2021-09-11,14.5,9.9,4.4,39.0,15.94
2021-09-12,15.3,8.3,0.2,18.4,15.93
2021-09-13,16.8,10.3,0.0,32.3,16.55
2021-09-14,15.4,12.8,11.8,34.6,5.73
2021-09-15,15.3,12.8,8.2,30.3,4.9
2021-09-16,18.8,13.9,39.0,34.6,9.36
2021-09-17,15.8,10.2,3.1,27.4,11.07
2021-09-18,15.1,7.1,0.1,20.8,19.96
2021-09-19,14.2,7.5,1.1,17.5,12.45
2021-09-20,15.9,10.9,4.1,22.9,18.85
2021-09-21,16.1,9.0,1.4,13.3,16.58
2021-09-22,16.9,12.6,11.3,38.6,10.14
2021-09-23,16.3,12.1,42.4,39.7,8.1
2021-09-24,15.9,12.6,0.7,37.0,15.43
2021-09-25,16.7,10.7,0.0,17.6,19.82
2021-09-26,16.8,10.4,1.8,23.3,14.41
2021-09-27,13.7,9.5,0.3,15.9,13.58
2021-09-28,13.4,8.0,0.5,32.8,18.59
2021-09-29,14.4,10.1,0.2,30.5,17.88
2021-09-30,16.4,11.8,3.2,34.9,16.07
2021-10-01,15.3,9.4,0.1,19.6,17.2
2021-10-02,15.4,8.6,0.2,11.9,17.61
2021-10-03,16.4,10.2,1.5,30.8,16.73
2021-10-04,18.4,13.5,27.1,34.8,12.46
2021-10-05,18.6,12.6,2.2,16.3,16.83
2021-10-06,17.5,13.7,0.5,25.1,13.78
2021-10-07,16.3,14.6,38.2,32.5,5.34
2021-10-08,17.2,13.3,2.6,32.6,20.05
2021-10-09,16.4,13.2,0.1,27.8,20.62
2021-10-10,16.5,12.6,0.4,31.8,21.97
2021-10-11,16.2,12.3,0.4,24.9,18.79
2021-10-12,15.4,12.0,12.7,38.6,18.63
2021-10-13,14.5,10.0,0.4,31.3,23.45
2021-10-14,15.0,8.1,0.0,21.6,26.11
2021-10-15,16.3,7.6,0.0,21.0,23.66
2021-10-16,16.9,9.0,0.0,19.5,26.09
2021-10-17,17.5,14.2,5.3,37.4,13.06
2021-10-18,19.1,13.3,8.6,24.8,23.6
2021-10-19,18.3,11.0,0.0,17.5,24.76
2021-10-20,18.5,11.2,0.0,26.4,23.32
2021-10-21,16.5,14.4,2.0,29.8,8.52
2021-10-22,15.9,13.4,11.1,41.7,12.3
2021-10-23,14.8,13.1,8.1,41.6,5.96
2021-10-24,16.1,14.1,13.6,36.9,7.81
2021-10-25,18.7,15.6,1.8,28.4,17.94
2021-10-26,20.1,15.4,0.2,15.5,21.19
2021-10-27,18.7,16.0,7.0,20.8,12.87
2021-10-28,18.3,14.4,25.1,24.7,10.63
2021-10-29,17.9,13.9,4.0,23.6,23.58
2021-10-30,19.8,13.9,19.7,30.9,15.74
2021-10-31,17.7,14.4,7.0,29.5,17.41
2021-11-01,17.4,11.6,0.6,24.4,24.4
2021-11-02,17.5,10.6,0.2,30.9,23.97
2021-11-03,14.7,12.5,8.8,32.0,6.42
2021-11-04,20.8,11.8,0.1,26.6,19.09
2021-11-05,20.2,13.9,22.0,24.0,16.17
2021-11-06,20.3,13.6,7.6,14.4,25.4
2021-11-07,22.0,14.2,1.0,13.3,25.53
2021-11-08,20.1,13.0,0.2,15.1,24.92
2021-11-09,20.7,13.5,0.0,16.6,29.11
2021-11-10,21.7,12.7,1.2,7.9,27.12
2021-11-11,22.8,15.3,0.3,8.9,27.29
2021-11-12,21.3,14.1,2.6,19.1,18.32
2021-11-13,20.7,18.1,19.3,28.8,6.11
2021-11-14,21.7,17.5,7.1,34.8,15.61
2021-11-15,21.0,16.6,0.4,30.3,26.83
2021-11-16,20.8,16.0,1.9,27.9,23.86
2021-11-17,18.4,14.7,2.8,23.5,16.78
2021-11-18,19.0,13.4,0.1,19.3,28.21
2021-11-19,20.3,11.6,0.0,20.0,30.84
2021-11-20,20.2,12.1,0.2,19.5,27.66
2021-11-21,20.8,16.7,0.5,27.7,26.1
2021-11-22,21.8,16.7,4.2,17.3,22.06
2021-11-23,21.6,16.2,3.2,18.8,27.25
2021-11-24,19.4,16.1,13.4,15.8,19.66
2021-11-25,19.5,13.8,1.6,15.9,22.61
2021-11-26,22.1,13.6,0.0,16.3,29.35
2021-11-27,22.0,16.4,0.8,12.9,26.22
2021-11-28,21.2,15.5,2.1,12.4,19.14
2021-11-29,22.3,16.3,0.0,15.2,30.5
2021-11-30,22.9,16.1,1.2,17.3,24.75
2021-12-01,21.4,16.9,3.6,10.3,14.67
2021-12-02,21.6,18.2,1.3,21.9,22.73
2021-12-03,22.5,17.7,0.1,23.5,27.8
2021-12-04,20.3,17.3,7.0,25.8,8.23
2021-12-05,22.1,17.9,2.3,31.4,22.42
2021-12-06,22.2,19.6,10.5,29.4,22.32
2021-12-07,21.9,18.8,0.9,23.5,15.38
2021-12-08,23.6,16.5,1.0,11.9,28.15
2021-12-09,24.6,17.1,0.1,11.8,25.69
2021-12-10,24.4,19.2,0.7,15.2,28.03
2021-12-11,22.8,18.4,2.4,26.7,25.65
2021-12-12,21.8,20.2,30.7,17.7,6.02
2021-12-13,22.1,19.4,40.4,29.2,11.88
2021-12-14,21.7,19.5,27.0,48.0,9.91
2021-12-15,23.1,18.9,4.0,44.1,22.72
2021-12-16,21.6,18.5,3.4,26.3,25.15
2021-12-17,20.9,17.2,1.9,32.6,26.15
2021-12-18,20.2,16.6,0.2,32.8,26.92
2021-12-19,20.4,15.3,0.0,22.1,26.11
2021-12-20,22.4,13.6,0.0,15.9,31.37
2021-12-21,23.5,15.3,0.3,19.9,29.35
2021-12-22,22.0,17.9,0.0,23.4,28.38
2021-12-23,22.5,18.1,0.3,32.7,27.6
2021-12-24,22.0,17.5,0.0,30.4,32.84
2021-12-25,25.2,17.8,0.0,25.6,32.27
2021-12-26,24.3,18.7,0.1,15.1,30.23
2021-12-27,22.7,19.4,0.0,22.9,21.64
2021-12-28,22.9,19.8,2.2,23.5,20.03
2021-12-29,21.1,17.7,3.2,32.8,29.98
2021-12-30,21.0,17.6,0.1,31.0,26.14
2021-12-31,21.3,17.5,0.0,27.7,24.97
2022-01-01,22.2,17.8,0.0,29.0,32.2
2022-01-02,24.5,16.0,0.0,27.1,32.6
2022-01-03,24.7,16.0,0.0,25.4,30.46
2022-01-04,25.9,17.6,0.0,16.1,32.2
2022-01-05,24.5,17.7,0.0,26.8,31.17
2022-01-06,24.2,19.2,0.0,24.1,26.79
2022-01-07,22.4,18.7,3.1,18.3,18.61
2022-01-08,24.6,16.5,1.6,13.6,25.92
2022-01-09,25.4,18.1,0.9,19.7,28.48
2022-01-10,24.5,19.5,0.0,17.8,23.45
2022-01-11,25.2,17.2,0.0,18.7,31.15
2022-01-12,23.7,18.9,1.1,24.3,29.9
2022-01-13,24.7,18.0,0.4,31.2,27.9
2022-01-14,23.4,16.6,0.1,24.0,30.75
2022-01-15,24.1,16.7,0.0,19.8,26.58
2022-01-16,26.8,16.0,0.0,28.0,29.69
2022-01-17,24.4,15.9,0.0,29.0,32.24
2022-01-18,24.2,18.8,0.0,22.7,30.58
2022-01-19,25.9,17.4,1.2,19.3,27.31
2022-01-20,22.8,18.5,0.8,24.3,14.33
2022-01-21,22.0,17.4,0.0,28.8,26.67
2022-01-22,24.1,14.3,0.1,21.7,29.39
2022-01-23,23.4,16.4,0.2,17.0,19.74
2022-01-24,20.3,18.8,12.2,25.7,6.54
2022-01-25,24.9,19.3,4.6,32.5,17.44
2022-01-26,25.7,19.3,10.3,20.2,25.32
2022-01-27,22.6,18.9,0.6,37.7,30.06
2022-01-28,23.4,17.3,0.0,26.4,29.94
2022-01-29,23.5,15.8,0.0,18.5,23.05
2022-01-30,24.8,16.7,0.0,21.5,29.12
2022-01-31,24.8,16.2,0.0,32.3,26.97
2022-02-01,24.3,20.8,0.1,34.6,24.34
2022-02-02,24.5,20.9,0.2,36.8,21.64
2022-02-03,24.6,20.8,0.3,32.6,20.37
2022-02-04,24.8,20.5,0.4,32.8,25.17
2022-02-05,24.3,21.3,0.6,38.0,19.7
2022-02-06,24.4,21.7,28.4,34.2,6.64
2022-02-07,23.2,20.2,38.6,31.3,10.39
2022-02-08,26.3,22.0,3.8,28.7,19.21
2022-02-09,24.8,22.0,1.3,30.1,17.14
2022-02-10,24.9,21.9,0.5,27.7,25.77
2022-02-11,25.0,22.1,8.6,27.6,11.16
2022-02-12,25.9,23.3,0.6,43.1,16.66
2022-02-13,24.7,17.2,0.7,56.2,16.71
2022-02-14,22.1,15.7,0.3,24.2,26.49
2022-02-15,21.2,14.2,0.0,18.6,28.54
2022-02-16,21.5,17.4,0.1,23.1,26.03
2022-02-17,22.1,14.7,0.8,14.2,20.11
2022-02-18,23.4,17.3,0.5,17.2,26.72
2022-02-19,22.9,19.1,0.9,16.7,18.56
2022-02-20,24.0,17.5,0.9,12.0,23.03
2022-02-21,24.2,17.1,0.3,16.1,23.89
2022-02-22,24.5,18.9,0.8,16.4,24.8
2022-02-23,27.2,17.9,0.0,17.7,25.19
2022-02-24,26.1,17.0,0.9,15.1,24.79
2022-02-25,24.7,17.0,0.5,25.8,25.24
2022-02-26,23.6,16.5,0.0,17.2,23.37
2022-02-27,23.5,15.2,0.2,17.9,21.66
2022-02-28,22.7,17.5,0.4,15.5,19.59
2022-03-01,23.3,17.9,0.5,10.6,18.71
2022-03-02,22.9,17.1,1.7,20.9,22.67
2022-03-03,22.2,15.2,0.0,22.9,22.45
2022-03-04,23.2,16.5,0.1,23.0,17.24
2022-03-05,23.7,17.4,0.0,25.1,17.12
2022-03-06,24.0,17.9,0.0,24.9,21.09
2022-03-07,24.8,16.2,0.0,16.6,21.29
2022-03-08,24.3,17.3,0.0,24.2,20.26
2022-03-09,24.0,17.4,0.0,23.3,21.01
2022-03-10,23.4,17.3,0.0,23.4,18.43
2022-03-11,23.2,17.8,0.0,23.8,19.1
2022-03-12,24.2,17.0,0.1,18.8,16.45
2022-03-13,25.4,18.7,5.7,16.0,14.53
2022-03-14,25.2,13.9,0.0,24.6,22.85
2022-03-15,24.5,15.8,0.4,14.8,20.53
2022-03-16,23.9,16.5,0.3,13.7,19.31
2022-03-17,23.0,13.9,0.2,16.4,22.56
2022-03-18,20.9,16.5,2.3,17.5,14.23
2022-03-19,20.6,14.9,2.0,27.1,16.99
2022-03-20,21.4,18.9,3.6,45.8,8.2
2022-03-21,24.5,18.0,40.0,43.3,15.02
2022-03-22,22.1,19.6,8.2,28.6,13.85
2022-03-23,21.1,18.2,7.8,18.3,13.76
2022-03-24,21.3,17.7,0.9,51.4,16.81
2022-03-25,20.2,17.5,0.2,47.2,13.58
2022-03-26,21.1,16.4,0.0,32.7,20.07
2022-03-27,21.3,13.8,0.0,17.6,12.61
2022-03-28,21.6,12.9,0.0,18.6,19.49
2022-03-29,24.1,14.9,0.0,19.9,19.14
2022-03-30,25.1,15.7,0.1,15.3,18.53
2022-03-31,23.5,15.8,0.0,18.9,18.51
2022-04-01,22.3,17.2,0.0,17.8,15.12
2022-04-02,22.6,16.5,1.7,15.3,16.46
2022-04-03,22.9,16.8,0.1,11.9,14.66
2022-04-04,22.6,16.4,0.0,6.5,15.78
2022-04-05,22.0,17.0,4.9,20.7,10.86
2022-04-06,22.8,18.7,3.6,24.7,13.92
2022-04-07,21.1,13.3,0.3,25.3,16.95
2022-04-08,20.1,11.2,0.0,17.6,16.11
2022-04-09,21.1,15.0,0.0,18.1,17.65
2022-04-10,21.5,12.9,0.0,11.4,16.59
2022-04-11,20.5,12.3,0.1,16.2,15.48
2022-04-12,20.9,17.3,0.8,25.6,9.01
2022-04-13,20.1,15.3,4.0,34.1,8.6
2022-04-14,18.2,12.9,0.0,25.6,17.73
2022-04-15,19.1,9.2,0.0,13.1,17.28
2022-04-16,20.4,11.8,0.4,9.3,14.25
2022-04-17,20.9,12.9,0.0,30.8,12.84
2022-04-18,19.3,17.2,20.7,34.7,4.13
2022-04-19,20.7,18.3,27.3,34.3,7.69
2022-04-20,21.6,19.2,0.9,28.1,13.63
2022-04-21,21.6,19.1,0.9,29.1,12.8
2022-04-22,20.6,16.3,3.3,40.1,10.65
2022-04-23,17.7,14.3,0.0,31.6,15.27
2022-04-24,18.9,15.6,1.0,34.1,12.19
2022-04-25,18.2,13.7,1.3,23.2,11.17
2022-04-26,19.2,10.7,0.0,12.5,14.0
2022-04-27,19.0,13.3,0.2,19.9,11.97
2022-04-28,19.1,12.3,0.3,12.3,13.62
2022-04-29,18.4,11.7,0.1,15.5,13.03
2022-04-30,18.3,11.2,0.5,20.3,13.12
2022-05-01,19.0,13.7,0.2,21.8,12.04
2022-05-02,19.8,12.9,0.3,15.5,12.99
2022-05-03,19.5,11.2,0.0,10.5,10.87
2022-05-04,19.1,12.0,0.4,17.6,10.56
2022-05-05,19.5,12.5,0.4,20.5,11.71
2022-05-06,19.6,10.8,0.0,16.7,12.82
2022-05-07,18.9,10.6,0.0,9.8,11.55
2022-05-08,19.3,11.9,0.0,9.0,11.22
2022-05-09,19.0,12.2,2.5,20.0,7.32
2022-05-10,18.3,13.0,0.4,23.7,10.44
2022-05-11,15.4,8.6,0.0,15.3,12.99
2022-05-12,15.1,6.9,0.0,12.7,12.76
2022-05-13,16.1,8.5,0.0,8.9,11.67
2022-05-14,17.9,11.4,0.1,22.6,7.48
2022-05-15,19.4,15.7,0.0,30.1,8.35
2022-05-16,19.9,17.4,1.4,30.6,6.55
2022-05-17,20.6,16.9,3.6,26.3,7.1
2022-05-18,19.3,16.6,2.3,24.6,7.61
2022-05-19,19.0,15.4,12.8,26.5,2.96
2022-05-20,17.4,13.7,0.8,45.8,8.83
2022-05-21,16.5,14.4,0.0,39.2,9.31
2022-05-22,16.9,15.1,0.2,30.7,9.61
2022-05-23,16.6,10.5,0.3,25.5,10.58
2022-05-24,16.1,10.1,0.3,18.4,7.35
2022-05-25,17.3,14.3,0.0,27.7,10.06
2022-05-26,16.2,11.0,0.0,15.6,9.47
2022-05-27,15.4,8.3,0.0,11.2,9.22
2022-05-28,16.6,7.6,0.0,17.5,10.76
2022-05-29,17.4,14.0,3.7,38.2,6.37
2022-05-30,19.7,15.1,53.9,47.7,5.13
2022-05-31,18.3,14.3,5.9,36.4,8.98
2022-06-01,19.6,16.0,4.4,33.4,9.01
2022-06-02,16.2,13.6,14.0,30.1,4.03
2022-06-03,16.5,13.1,3.3,29.8,7.6
2022-06-04,16.5,10.9,0.4,20.9,9.67
2022-06-05,15.4,12.7,8.2,30.0,2.27
2022-06-06,16.7,13.1,16.1,21.7,4.96
2022-06-07,17.6,10.3,1.5,26.8,6.29
2022-06-08,17.9,12.9,0.3,22.6,9.3
2022-06-09,16.0,13.0,1.9,34.9,4.25
2022-06-10,15.2,12.6,4.6,33.1,5.14
2022-06-11,16.0,12.5,6.3,32.2,6.39
2022-06-12,16.3,12.5,7.2,35.3,6.68
2022-06-13,14.9,12.4,7.0,42.6,7.41
2022-06-14,16.0,13.4,0.0,40.3,8.28
2022-06-15,15.8,13.6,2.1,27.9,6.56
2022-06-16,16.6,12.1,0.1,21.4,8.68
2022-06-17,16.3,11.9,0.2,11.8,5.98
2022-06-18,15.6,9.5,17.6,24.1,2.52
2022-06-19,15.9,11.0,0.6,17.6,7.58
2022-06-20,12.7,9.2,0.0,24.6,4.85
2022-06-21,12.1,6.8,0.0,26.6,9.0
2022-06-22,12.7,6.3,0.0,16.1,9.55
2022-06-23,13.8,5.1,0.0,12.6,9.35
2022-06-24,14.4,11.1,12.8,31.5,4.59
2022-06-25,16.0,10.5,2.9,27.5,6.72
2022-06-26,15.8,10.2,0.6,18.3,7.84
2022-06-27,15.2,9.2,0.0,18.1,9.49
2022-06-28,14.7,8.5,0.0,13.3,7.57
2022-06-29,14.6,11.7,9.0,31.1,3.01
2022-06-30,15.3,11.6,0.0,34.6,8.49
2022-07-01,15.4,11.8,1.2,26.7,7.18
2022-07-02,14.5,10.5,0.0,19.6,8.36
2022-07-03,14.9,9.7,0.3,18.9,7.88
2022-07-04,15.3,10.1,0.0,16.9,8.51
2022-07-05,16.1,10.3,27.8,35.7,1.8
2022-07-06,15.6,11.4,2.0,22.5,4.58
2022-07-07,15.2,13.6,11.4,35.7,3.38
2022-07-08,18.7,14.0,34.1,39.3,2.83
2022-07-09,17.4,14.0,0.4,31.1,9.28
2022-07-10,17.8,12.3,0.3,20.5,7.91
2022-07-11,16.4,12.7,15.8,43.0,2.33
2022-07-12,16.9,14.2,38.4,51.4,4.86
2022-07-13,15.7,13.1,1.9,30.1,4.77
2022-07-14,14.4,10.4,19.4,26.5,3.45
2022-07-15,15.5,8.6,6.0,22.4,9.29
2022-07-16,13.6,9.9,1.2,23.9,8.93
2022-07-17,14.0,7.3,0.1,14.1,10.35
2022-07-18,14.8,7.4,0.0,26.1,6.21
2022-07-19,15.9,13.2,6.4,33.0,6.72
2022-07-20,15.9,10.4,12.1,23.5,8.3
2022-07-21,13.8,9.8,1.3,34.1,8.88
2022-07-22,12.9,6.3,0.0,27.1,11.43
2022-07-23,13.7,7.1,0.0,21.2,10.47
2022-07-24,13.7,11.7,7.1,38.6,3.1
2022-07-25,15.9,12.3,38.7,50.8,1.95
2022-07-26,15.9,12.8,19.3,44.1,6.67
2022-07-27,16.0,12.0,2.0,36.9,10.24
2022-07-28,15.1,12.8,5.7,32.8,8.86
2022-07-29,15.3,10.1,0.3,25.3,10.31
2022-07-30,15.6,10.1,1.6,27.8,11.0
2022-07-31,13.1,10.4,1.0,40.9,10.27
2022-08-01,14.3,8.8,0.2,26.3,11.46
2022-08-02,14.8,7.7,0.0,16.9,9.47
2022-08-03,17.0,10.5,0.5,15.8,10.72
2022-08-04,16.3,9.7,0.0,9.6,12.11
2022-08-05,15.4,7.9,0.0,9.8,11.89
2022-08-06,15.5,7.0,0.0,17.4,11.04
2022-08-07,15.1,10.9,20.7,23.5,2.67
2022-08-08,14.6,7.9,4.1,17.3,10.31
2022-08-09,13.9,10.3,16.6,13.7,8.38
2022-08-10,13.2,7.7,4.2,8.8,8.42
2022-08-11,13.1,7.5,0.0,15.2,13.23
2022-08-12,11.8,5.5,0.0,24.8,14.13
2022-08-13,12.9,8.8,1.2,18.8,8.96
2022-08-14,13.5,7.0,0.0,9.7,10.18
2022-08-15,14.3,9.3,0.9,21.7,6.57
2022-08-16,16.9,13.5,0.6,38.4,10.43
2022-08-17,17.0,15.1,12.3,43.2,5.91
2022-08-18,16.6,15.8,68.3,49.6,2.31
2022-08-19,17.1,16.0,23.3,38.5,4.66
2022-08-20,19.6,13.9,9.3,42.0,10.79
2022-08-21,18.4,12.6,1.2,19.6,12.16
2022-08-22,16.1,11.7,15.3,21.2,11.1
2022-08-23,15.7,10.2,2.0,24.0,13.77
2022-08-24,15.0,9.4,1.1,15.0,10.77
2022-08-25,15.8,10.2,11.7,43.9,3.68
2022-08-26,16.4,13.2,3.0,34.1,11.9
2022-08-27,15.1,11.9,0.0,27.1,15.03
2022-08-28,15.8,8.7,0.0,11.2,16.05
2022-08-29,15.4,8.7,0.1,16.9,15.8
2022-08-30,15.0,7.7,0.2,11.5,15.1
2022-08-31,15.4,6.2,0.3,11.7,16.43
2022-09-01,15.5,9.3,0.2,14.7,16.29
2022-09-02,15.4,8.2,0.0,17.4,16.47
2022-09-03,16.8,9.3,14.1,29.3,13.38
2022-09-04,15.7,10.5,1.1,22.6,14.35
2022-09-05,16.2,9.5,42.2,33.9,3.12
2022-09-06,12.1,5.9,1.1,38.6,18.95
2022-09-07,14.3,7.0,0.0,9.8,12.14
2022-09-08,15.0,6.8,0.0,10.6,16.89
2022-09-09,15.8,6.7,0.1,7.8,17.57
2022-09-10,14.4,9.4,1.3,17.0,10.72
2022-09-11,15.9,9.2,3.7,24.8,15.59
2022-09-12,16.7,13.9,5.3,36.9,14.82
2022-09-13,16.9,12.5,2.9,33.0,15.23
2022-09-14,14.8,8.5,0.6,18.1,17.89
2022-09-15,14.0,7.3,0.2,18.8,17.96
2022-09-16,14.8,10.0,0.2,29.0,14.98
2022-09-17,15.4,8.9,0.0,21.1,17.66
