time,tmax,tmin,rain,wind,sun
2019-11-19,16.4,11.2,1.0,15.3,25.47
2019-11-20,19.0,11.0,0.4,26.6,24.49
2019-11-21,17.0,13.3,0.0,29.4,30.59
2019-11-22,17.4,13.0,0.0,31.7,30.03
2019-11-23,18.8,13.9,0.0,30.1,30.99
2019-11-24,18.5,14.0,0.0,27.0,28.72
2019-11-25,20.0,13.7,0.0,28.5,31.91
2019-11-26,21.4,12.7,0.0,13.2,26.28
2019-11-27,21.9,16.8,0.8,10.2,24.31
2019-11-28,20.7,14.5,0.6,22.6,16.83
2019-11-29,21.9,15.9,0.7,18.4,26.96
2019-11-30,22.0,14.4,0.0,17.6,30.69
2019-12-01,21.5,17.3,2.9,27.4,24.07
2019-12-02,21.0,17.4,1.5,35.0,21.69
2019-12-03,23.6,16.8,14.5,41.3,20.94
2019-12-04,22.9,15.4,0.0,16.3,29.83
2019-12-05,23.8,13.7,0.1,13.6,30.65
2019-12-06,22.6,16.3,1.9,17.4,29.34
2019-12-07,23.4,18.7,2.3,16.9,24.62
2019-12-08,23.7,18.1,10.7,24.9,23.54
2019-12-09,19.5,15.3,3.2,26.0,26.64
2019-12-10,21.2,13.5,0.7,24.2,23.98
2019-12-11,21.9,11.6,0.0,24.1,32.36
2019-12-12,23.7,14.6,0.4,10.5,29.44
2019-12-13,21.4,16.4,0.0,18.8,31.13
2019-12-14,21.4,15.0,1.2,18.9,28.69
2019-12-15,21.4,14.2,6.0,21.4,18.93
2019-12-16,21.8,18.1,5.9,31.5,12.35
2019-12-17,19.9,15.3,17.1,37.8,7.84
2019-12-18,18.8,15.0,3.6,49.9,29.01
2019-12-19,19.4,15.1,0.0,21.1,30.62
2019-12-20,20.7,14.9,5.7,37.5,17.54
2019-12-21,18.9,12.8,1.2,31.9,27.31
2019-12-22,19.6,11.6,0.0,33.0,34.19
2019-12-23,20.3,15.9,0.2,32.4,24.9
2019-12-24,21.2,16.9,1.1,23.6,27.88
2019-12-25,20.9,15.9,0.9,17.6,23.73
2019-12-26,21.4,15.2,1.0,19.4,23.26
2019-12-27,19.9,16.1,0.0,21.1,32.01
2019-12-28,19.1,15.6,0.4,33.5,30.65
2019-12-29,18.9,15.1,0.0,26.9,28.02
2019-12-30,21.6,16.5,0.2,28.8,20.97
2019-12-31,22.9,16.4,0.0,20.8,28.32
2020-01-01,22.5,15.2,0.0,20.4,30.32
2020-01-02,21.1,16.5,0.0,29.0,29.3
2020-01-03,21.4,17.1,0.1,31.1,28.44
2020-01-04,19.2,16.1,0.0,41.9,24.49
2020-01-05,20.1,16.4,0.0,33.5,23.49
2020-01-06,19.5,16.5,1.7,43.6,27.98
2020-01-07,18.5,15.4,0.8,39.2,22.08
2020-01-08,19.1,14.3,0.6,22.4,23.56
2020-01-09,19.6,15.2,0.1,28.3,26.31
2020-01-10,20.0,16.1,0.0,28.0,26.85
2020-01-11,22.0,15.2,0.0,19.9,32.37
2020-01-12,23.8,13.1,0.0,14.9,32.6
2020-01-13,23.9,14.4,0.0,21.7,29.26
2020-01-14,20.7,16.1,2.3,23.7,15.56
2020-01-15,21.3,14.0,0.5,10.7,27.92
2020-01-16,21.8,16.1,0.8,12.0,27.14
2020-01-17,22.2,15.0,0.0,24.9,29.64
2020-01-18,22.4,14.4,0.1,22.4,25.74
2020-01-19,25.7,15.8,0.0,31.0,29.82
2020-01-20,26.7,17.5,0.0,11.3,29.29
2020-01-21,23.5,16.1,0.0,16.8,30.57
2020-01-22,21.4,16.2,0.0,20.0,21.4
2020-01-23,23.0,16.3,0.0,19.9,28.64
2020-01-24,25.0,17.0,0.8,21.7,24.2
2020-01-25,23.0,16.5,0.0,23.9,29.85
2020-01-26,24.5,18.6,0.0,25.4,30.07
2020-01-27,24.8,18.4,0.0,21.8,29.82
2020-01-28,24.7,17.7,1.5,19.2,19.34
2020-01-29,24.6,20.0,1.0,19.6,18.35
2020-01-30,25.9,18.9,0.0,22.8,27.33
2020-01-31,24.2,18.5,0.0,25.5,29.43
2020-02-01,24.3,19.1,0.0,25.9,29.94
2020-02-02,25.0,18.6,0.0,28.8,28.52
2020-02-03,26.1,20.2,0.0,21.3,28.31
2020-02-04,26.8,17.8,0.0,24.6,23.39
2020-02-05,21.8,17.9,0.1,29.9,22.23
2020-02-06,21.6,17.0,0.0,30.9,19.38
2020-02-07,24.5,17.5,0.0,27.6,27.71
2020-02-08,23.6,17.6,3.2,28.3,20.53
2020-02-09,20.9,15.8,0.0,23.3,28.59
2020-02-10,21.7,13.6,0.0,21.0,27.42
2020-02-11,23.3,15.0,0.0,20.3,28.73
2020-02-12,24.8,13.5,0.0,19.0,28.81
2020-02-13,24.5,15.9,0.0,22.4,26.39
2020-02-14,26.0,15.6,0.0,19.4,24.5
2020-02-15,23.5,19.3,0.0,31.2,17.7
2020-02-16,23.7,20.1,0.1,29.8,16.66
2020-02-17,24.8,19.8,0.3,19.0,17.03
2020-02-18,25.8,18.7,0.6,12.5,17.92
2020-02-19,25.9,19.8,3.0,21.0,21.53
2020-02-20,26.3,18.9,0.0,22.7,27.0
2020-02-21,26.0,18.4,1.3,19.9,20.88
2020-02-22,22.5,18.9,8.1,21.7,10.44
2020-02-23,21.0,16.4,1.5,34.3,22.6
2020-02-24,24.9,13.5,0.0,27.5,26.62
2020-02-25,23.7,13.2,0.0,18.9,26.18
2020-02-26,25.1,15.0,0.0,18.6,25.23
2020-02-27,25.0,17.1,0.4,14.0,21.55
2020-02-28,26.0,20.5,1.4,13.5,21.65
2020-02-29,25.0,19.1,0.3,17.4,16.35
2020-03-01,24.3,16.1,0.0,21.4,22.33
2020-03-02,23.5,20.3,0.0,26.4,13.11
2020-03-03,23.4,20.1,0.1,22.3,13.92
2020-03-04,23.9,19.2,1.6,27.5,15.53
2020-03-05,21.5,18.1,1.7,18.4,9.52
2020-03-06,21.9,15.1,0.0,24.0,19.24
2020-03-07,23.0,14.9,0.0,21.4,21.04
2020-03-08,22.7,16.2,0.1,20.6,20.5
2020-03-09,22.7,18.4,6.3,27.6,11.57
2020-03-10,22.0,18.1,0.1,27.7,19.33
2020-03-11,20.9,16.6,1.5,17.9,16.98
2020-03-12,23.0,15.6,1.6,21.4,20.5
2020-03-13,22.0,14.1,0.0,16.3,20.99
2020-03-14,23.4,14.7,0.0,13.0,22.87
2020-03-15,23.1,14.5,0.0,24.3,22.22
2020-03-16,20.5,14.9,0.0,20.0,12.42
2020-03-17,22.0,14.6,0.6,32.2,12.34
2020-03-18,20.3,11.5,0.0,19.4,22.6
2020-03-19,20.9,12.7,0.7,23.2,14.8
2020-03-20,21.0,16.0,3.8,15.1,13.09
2020-03-21,21.9,14.9,0.3,10.5,14.46
2020-03-22,24.0,16.8,1.0,24.5,16.46
2020-03-23,22.3,17.4,3.5,28.1,9.69
2020-03-24,17.4,14.9,0.8,36.4,10.54
2020-03-25,19.3,14.8,0.8,17.6,15.27
2020-03-26,20.0,13.8,0.0,15.5,16.48
2020-03-27,19.7,15.3,3.2,21.5,12.12
2020-03-28,18.5,13.9,0.0,31.2,16.77
2020-03-29,20.6,11.4,0.3,14.2,18.29
2020-03-30,20.8,14.5,4.4,14.8,13.74
2020-03-31,22.2,13.0,0.6,15.2,18.53
2020-04-01,22.5,13.2,0.2,13.7,18.05
2020-04-02,21.6,12.4,0.0,20.2,18.52
2020-04-03,21.3,13.2,0.1,11.7,17.76
2020-04-04,21.0,13.5,0.1,16.9,16.87
2020-04-05,20.8,14.1,0.0,19.4,16.72
2020-04-06,19.8,12.2,0.0,13.5,13.96
2020-04-07,20.7,13.8,0.0,11.9,17.04
2020-04-08,20.0,13.5,3.9,28.1,9.14
2020-04-09,18.2,14.6,1.2,39.6,12.54
2020-04-10,18.8,13.2,0.0,25.6,17.74
2020-04-11,19.4,12.9,0.3,12.9,13.49
2020-04-12,21.5,13.9,3.5,32.1,13.76
2020-04-13,19.8,16.4,17.6,35.4,13.3
2020-04-14,16.9,14.9,1.0,44.0,12.83
2020-04-15,16.9,14.3,0.9,35.8,9.6
2020-04-16,18.4,14.5,1.4,28.7,11.38
2020-04-17,21.2,15.8,1.3,31.0,10.74
2020-04-18,20.8,15.6,8.6,30.3,12.84
2020-04-19,19.7,15.7,1.3,21.6,8.49
2020-04-20,19.7,13.9,1.5,8.9,8.37
2020-04-21,18.4,13.5,0.5,17.3,5.59
2020-04-22,19.0,10.6,0.0,13.6,15.15
2020-04-23,19.9,13.1,3.9,23.9,9.09
2020-04-24,20.2,14.1,4.3,23.2,14.25
2020-04-25,18.7,13.9,0.0,26.0,11.21
2020-04-26,19.2,12.9,0.0,16.5,13.48
2020-04-27,19.3,11.9,0.0,9.4,13.69
2020-04-28,18.5,14.0,0.1,28.2,14.1
2020-04-29,19.7,9.7,0.0,20.1,12.33
2020-04-30,18.5,11.6,0.0,13.8,11.54
2020-05-01,18.3,13.2,0.0,11.0,10.54
2020-05-02,19.7,14.0,0.9,36.0,8.66
2020-05-03,19.3,17.4,16.1,53.3,2.48
2020-05-04,18.4,13.1,3.5,27.9,10.8
2020-05-05,16.2,11.5,8.4,36.9,8.71
2020-05-06,15.0,9.5,0.1,33.9,13.14
2020-05-07,17.2,8.8,0.0,25.2,10.05
2020-05-08,18.1,14.1,0.0,25.0,10.9
2020-05-09,18.1,11.6,0.0,14.8,12.04
2020-05-10,19.0,11.6,0.0,22.3,10.31
2020-05-11,18.0,12.9,0.0,19.6,10.09
2020-05-12,17.9,13.3,0.1,25.2,8.45
2020-05-13,17.0,12.6,0.7,23.9,7.92
2020-05-14,18.1,10.8,0.0,15.5,9.43
2020-05-15,17.5,9.7,0.0,13.4,9.69
2020-05-16,18.4,11.2,0.0,15.0,11.54
2020-05-17,18.0,10.6,0.2,15.5,10.45
2020-05-18,17.0,9.9,0.0,15.0,11.37
2020-05-19,16.4,7.5,0.0,17.2,11.66
2020-05-20,14.9,7.4,0.0,13.8,11.79
2020-05-21,16.4,7.1,0.0,12.1,11.52
2020-05-22,16.6,7.6,0.0,11.0,11.39
2020-05-23,14.3,5.4,0.0,12.0,9.16
2020-05-24,17.2,14.9,6.0,33.4,2.4
2020-05-25,18.6,15.6,9.9,41.1,1.67
2020-05-26,17.3,14.6,2.4,24.0,7.06
2020-05-27,15.6,11.1,28.2,28.2,2.09
2020-05-28,15.8,8.5,0.0,13.4,9.8
2020-05-29,14.8,13.5,8.9,17.1,2.43
2020-05-30,17.2,12.6,1.6,15.0,8.38
2020-05-31,15.8,13.8,13.2,33.5,3.31
2020-06-01,17.9,14.4,14.1,37.8,5.64
2020-06-02,17.1,13.7,0.0,33.1,9.88
2020-06-03,17.0,9.5,4.5,40.9,8.65
2020-06-04,17.0,13.0,1.6,27.3,6.03
2020-06-05,15.7,12.0,4.8,20.9,7.26
2020-06-06,15.6,11.8,0.3,25.4,7.18
2020-06-07,14.0,12.3,0.7,25.2,7.24
2020-06-08,14.8,9.4,0.4,18.6,8.12
2020-06-09,15.6,10.9,0.3,24.2,7.81
2020-06-10,15.0,7.6,0.0,10.2,9.41
2020-06-11,15.6,10.1,0.2,16.8,7.81
2020-06-12,15.6,10.4,0.0,21.7,6.65
2020-06-13,15.0,10.6,0.9,17.6,5.23
2020-06-14,14.6,11.3,0.1,19.8,6.04
2020-06-15,15.6,10.6,0.0,19.1,8.96
2020-06-16,15.7,13.4,0.6,17.6,4.68
2020-06-17,16.7,12.8,0.0,19.8,8.83
2020-06-18,15.2,11.4,32.4,31.4,1.72
2020-06-19,14.6,10.1,0.2,19.1,8.38
2020-06-20,15.9,8.9,0.5,13.6,7.97
2020-06-21,15.5,11.9,7.2,25.8,4.14
2020-06-22,17.7,10.8,0.2,21.4,9.4
2020-06-23,16.6,10.5,0.0,27.1,9.05
2020-06-24,15.6,13.6,12.2,35.2,4.23
2020-06-25,15.4,12.0,22.8,38.3,6.51
2020-06-26,15.9,13.3,3.8,33.3,6.17
2020-06-27,15.9,14.1,22.2,36.4,3.52
2020-06-28,15.3,11.6,0.1,26.1,7.56
2020-06-29,13.7,10.7,0.7,26.4,5.99
2020-06-30,12.6,9.5,0.1,22.2,8.16
2020-07-01,12.3,7.1,0.7,20.5,8.52
2020-07-02,13.1,6.6,1.1,27.9,9.51
2020-07-03,13.3,6.2,0.0,14.6,9.22
2020-07-04,14.3,8.0,0.0,14.8,8.04
2020-07-05,15.6,11.2,10.6,49.9,5.53
2020-07-06,13.3,10.9,6.0,22.9,4.05
2020-07-07,14.0,10.8,2.8,36.7,6.7
2020-07-08,11.8,9.5,6.1,40.1,7.24
2020-07-09,12.8,6.5,4.0,28.9,6.88
2020-07-10,13.1,6.8,0.7,9.7,8.05
2020-07-11,14.0,8.1,0.3,14.8,6.87
2020-07-12,14.6,8.2,0.5,22.3,7.52
2020-07-13,16.8,10.6,0.0,18.9,5.4
2020-07-14,15.4,10.0,2.0,10.4,4.53
2020-07-15,13.9,12.6,13.4,45.5,1.44
2020-07-16,15.2,12.9,20.4,49.5,3.13
2020-07-17,16.6,12.2,0.7,26.5,6.24
2020-07-18,16.6,9.5,0.4,19.5,7.95
2020-07-19,16.1,11.2,0.0,25.3,9.25
2020-07-20,16.4,10.7,0.7,18.2,7.55
2020-07-21,14.9,10.8,8.4,24.3,7.23
2020-07-22,12.6,9.6,5.0,45.9,7.59
2020-07-23,15.1,12.7,0.0,35.7,9.18
2020-07-24,13.9,11.3,0.3,27.0,9.35
2020-07-25,13.7,8.4,0.1,19.9,7.37
2020-07-26,14.2,8.7,0.1,23.2,8.63
2020-07-27,14.2,6.5,0.0,13.1,11.3
2020-07-28,15.0,8.1,0.3,24.0,9.83
2020-07-29,14.8,9.1,0.0,18.1,10.1
2020-07-30,14.7,11.7,0.0,22.0,7.25
2020-07-31,14.8,12.3,0.1,31.4,9.64
2020-08-01,15.0,12.5,0.9,36.4,7.34
2020-08-02,14.8,12.1,0.6,30.4,5.27
2020-08-03,15.1,9.2,1.1,22.0,9.58
2020-08-04,15.9,7.5,0.0,10.4,12.7
2020-08-05,15.4,7.5,0.0,9.6,11.16
2020-08-06,15.5,11.8,4.4,25.0,9.75
2020-08-07,15.2,11.1,19.1,27.7,9.15
2020-08-08,14.1,10.2,2.0,26.0,10.72
2020-08-09,14.3,7.8,0.8,23.2,10.71
2020-08-10,14.5,8.3,0.0,16.9,10.19
2020-08-11,16.1,8.9,25.6,43.1,2.55
2020-08-12,17.6,10.7,1.3,22.9,10.76
2020-08-13,14.9,6.5,0.0,13.8,13.88
2020-08-14,13.6,7.6,0.1,18.3,6.76
2020-08-15,13.7,5.6,0.0,13.4,14.09
2020-08-16,13.0,3.8,0.0,12.5,14.21
2020-08-17,14.1,6.3,0.0,24.3,10.58
2020-08-18,14.9,11.9,0.7,39.9,7.34
2020-08-19,15.2,12.8,44.1,46.0,3.18
2020-08-20,17.3,12.5,2.5,36.9,10.04
2020-08-21,16.5,12.3,3.5,34.3,12.56
2020-08-22,16.7,11.6,1.7,22.1,13.38
2020-08-23,16.3,12.0,18.7,29.3,9.53
2020-08-24,14.2,11.7,3.7,36.2,11.01
2020-08-25,14.4,11.3,2.8,37.6,13.03
2020-08-26,13.2,11.1,0.5,31.3,12.56
2020-08-27,13.6,10.7,5.5,29.6,11.53
2020-08-28,14.5,8.3,0.5,18.9,12.37
2020-08-29,16.8,9.0,0.3,15.8,15.12
2020-08-30,16.2,8.4,0.0,24.6,13.98
2020-08-31,15.3,11.4,0.0,23.5,11.83
2020-09-01,17.1,10.8,1.8,26.9,12.74
2020-09-02,12.9,8.1,0.9,24.0,10.29
2020-09-03,12.4,7.9,0.0,31.9,17.9
2020-09-04,13.6,3.1,0.0,15.1,18.64
2020-09-05,14.6,9.6,0.1,24.2,13.26
2020-09-06,16.0,10.9,0.7,29.1,11.23
2020-09-07,15.1,9.6,3.6,27.4,11.48
2020-09-08,14.5,5.3,0.0,14.7,19.11
2020-09-09,13.7,7.4,0.0,14.5,15.43
2020-09-10,14.7,10.0,2.9,29.7,13.27
2020-09-11,13.7,8.7,0.6,26.1,17.38
2020-09-12,12.8,6.2,0.0,23.7,20.36
2020-09-13,14.8,10.7,0.0,28.3,13.79
2020-09-14,15.5,12.5,0.0,28.4,15.12
2020-09-15,16.1,12.7,0.7,36.1,13.5
2020-09-16,15.3,9.6,0.0,35.8,16.65
2020-09-17,16.5,9.2,0.0,24.2,14.94
2020-09-18,15.9,12.1,6.3,40.1,9.65
2020-09-19,14.6,9.8,0.2,29.1,13.95
2020-09-20,15.1,8.4,0.4,23.5,16.29
2020-09-21,16.2,11.1,0.1,19.1,18.76
2020-09-22,16.3,8.2,0.4,18.4,18.33
2020-09-23,18.0,11.4,0.3,25.4,16.47
2020-09-24,17.4,14.6,6.9,32.0,7.84
2020-09-25,18.7,11.0,0.0,23.6,19.67
2020-09-26,17.8,10.9,0.5,26.0,16.86
2020-09-27,17.9,13.3,13.1,36.2,13.61
2020-09-28,14.7,11.7,1.0,32.5,18.72
2020-09-29,14.0,11.4,1.3,42.9,17.28
2020-09-30,14.3,8.6,0.2,25.1,15.57
2020-10-01,16.1,7.3,0.0,15.9,21.3
2020-10-02,15.7,9.8,0.2,17.8,15.69
2020-10-03,17.7,8.7,0.0,17.6,22.73
2020-10-04,17.8,10.1,0.0,21.9,21.72
2020-10-05,19.3,11.2,0.0,17.7,23.87
2020-10-06,16.4,11.9,0.0,17.9,17.59
2020-10-07,17.3,12.1,0.3,30.2,14.31
2020-10-08,15.6,11.4,0.5,27.3,14.81
2020-10-09,15.5,12.2,0.0,35.9,14.89
2020-10-10,16.8,13.2,0.4,36.4,20.15
2020-10-11,17.5,14.2,0.0,37.8,19.72
2020-10-12,16.1,14.8,14.7,29.9,6.59
2020-10-13,16.6,12.1,18.9,20.3,12.03
2020-10-14,16.5,11.0,0.2,22.6,22.7
2020-10-15,14.9,9.5,10.2,28.4,12.57
2020-10-16,15.9,7.8,0.2,23.1,24.26
2020-10-17,15.1,8.0,0.0,14.0,25.53
2020-10-18,16.8,11.3,0.0,12.9,17.63
2020-10-19,19.3,14.1,1.0,24.6,13.3
2020-10-20,19.7,14.7,0.0,27.4,19.72
2020-10-21,19.4,14.7,10.0,12.9,16.15
2020-10-22,19.4,12.7,0.6,14.4,22.2
2020-10-23,17.7,12.7,2.6,15.8,13.98
2020-10-24,19.3,15.5,0.5,20.1,19.97
2020-10-25,19.3,15.4,0.1,20.8,22.93
2020-10-26,20.2,13.9,0.0,17.4,24.9
2020-10-27,21.0,12.9,2.2,12.0,22.49
2020-10-28,19.0,14.7,3.4,22.4,17.3
2020-10-29,18.9,16.0,5.5,22.9,15.58
2020-10-30,18.8,16.0,0.3,24.4,13.03
2020-10-31,21.4,16.8,5.4,28.0,15.83
2020-11-01,20.0,14.4,0.3,21.7,24.4
2020-11-02,20.9,13.6,0.8,15.5,21.6
2020-11-03,19.8,17.6,1.4,32.0,12.11
2020-11-04,20.5,17.7,1.0,32.2,16.52
2020-11-05,19.5,17.1,39.1,47.4,4.29
2020-11-06,21.4,15.4,4.2,22.7,17.65
2020-11-07,20.0,15.3,5.6,41.9,19.78
2020-11-08,20.1,13.6,11.2,30.6,23.28
2020-11-09,18.3,12.3,5.6,15.2,20.08
2020-11-10,16.6,12.9,11.3,15.5,16.17
2020-11-11,17.4,13.0,1.1,33.8,25.43
2020-11-12,18.6,13.1,0.0,21.1,24.89
2020-11-13,19.3,13.4,0.0,17.4,24.54
2020-11-14,20.2,13.0,2.1,18.1,27.85
2020-11-15,20.3,13.1,0.2,15.5,28.35
2020-11-16,21.2,13.0,0.1,20.5,24.36
2020-11-17,19.8,15.1,0.0,22.2,26.4
2020-11-18,20.5,14.8,3.7,35.6,18.57
2020-11-19,18.3,14.2,0.4,30.1,29.39
2020-11-20,19.2,12.0,0.0,22.5,30.79
2020-11-21,19.4,14.5,0.0,23.3,24.62
2020-11-22,17.6,14.5,6.0,32.0,26.66
2020-11-23,17.9,11.5,0.0,15.1,25.07
2020-11-24,16.1,12.9,18.2,31.6,6.54
2020-11-25,22.1,15.3,18.6,32.0,22.11
2020-11-26,21.3,16.1,1.8,31.1,23.56
2020-11-27,18.7,15.6,0.4,33.4,28.52
2020-11-28,17.7,13.6,0.0,34.3,32.75
2020-11-29,19.1,13.3,4.6,39.7,16.76
2020-11-30,21.5,15.3,4.9,38.3,13.42
2020-12-01,19.8,14.8,0.3,39.5,27.46
2020-12-02,19.4,10.6,0.0,16.8,28.67
2020-12-03,18.6,14.7,1.2,33.9,20.57
2020-12-04,17.9,14.4,0.0,20.8,26.48
2020-12-05,18.9,14.5,0.3,25.6,16.96
2020-12-06,19.5,15.1,0.4,23.2,26.1
2020-12-07,24.1,16.2,2.2,26.6,19.43
2020-12-08,24.5,18.4,1.3,33.7,25.12
2020-12-09,24.0,17.4,3.9,29.2,20.7
2020-12-10,22.3,17.3,9.4,31.3,26.42
2020-12-11,20.3,15.0,0.1,26.6,24.55
2020-12-12,18.6,14.9,0.1,32.7,23.97
2020-12-13,18.1,15.3,0.0,33.4,24.2
2020-12-14,22.2,11.7,0.2,21.6,29.76
2020-12-15,22.1,13.2,0.0,22.7,32.73
2020-12-16,19.2,15.1,0.0,24.2,31.53
2020-12-17,19.1,14.4,0.0,23.4,30.41
2020-12-18,21.7,12.5,0.2,22.0,25.24
2020-12-19,22.4,15.5,0.0,13.7,24.52
2020-12-20,23.1,15.0,0.1,16.6,26.4
2020-12-21,23.3,15.5,0.0,20.6,26.68
2020-12-22,21.8,17.7,9.4,22.6,19.28
2020-12-23,22.6,17.8,3.3,26.5,19.14
2020-12-24,21.2,17.1,3.0,37.3,23.9
2020-12-25,19.6,17.0,0.0,29.7,21.88
2020-12-26,19.4,15.6,0.3,30.5,28.61
2020-12-27,18.2,14.1,1.0,29.7,29.57
2020-12-28,18.3,11.9,0.0,32.2,31.35
2020-12-29,19.2,14.5,0.0,35.1,25.89
2020-12-30,20.4,14.5,0.0,26.0,31.26
2020-12-31,22.2,13.5,0.0,13.3,27.86
2021-01-01,23.0,14.8,0.0,7.3,30.87
2021-01-02,21.7,17.2,13.9,10.5,22.46
2021-01-03,21.1,17.8,21.7,19.8,16.48
2021-01-04,23.3,17.6,0.8,13.5,28.42
2021-01-05,24.9,18.1,0.2,10.9,29.67
2021-01-06,24.7,15.7,0.0,21.3,31.72
2021-01-07,23.8,16.5,3.7,16.1,17.2
2021-01-08,22.3,17.8,17.7,18.9,20.15
2021-01-09,23.3,16.9,2.1,20.1,27.81
2021-01-10,22.5,17.9,0.5,21.6,27.86
2021-01-11,21.2,15.4,0.1,23.9,26.49
2021-01-12,23.8,14.9,0.0,20.7,27.1
2021-01-13,24.5,17.8,1.9,21.0,25.18
2021-01-14,24.4,16.4,0.7,26.1,27.03
2021-01-15,22.9,17.7,0.0,21.1,31.08
2021-01-16,22.9,16.8,0.0,20.5,26.75
2021-01-17,24.1,15.9,4.8,28.1,17.44
2021-01-18,21.1,17.9,0.2,30.3,27.6
2021-01-19,23.4,17.6,1.7,30.2,24.43
2021-01-20,19.2,14.5,11.1,30.1,15.6
2021-01-21,19.5,14.2,0.1,28.5,21.92
2021-01-22,19.9,16.2,0.2,23.7,21.78
2021-01-23,21.3,15.9,0.2,25.0,22.65
2021-01-24,22.1,17.9,1.1,31.4,21.19
2021-01-25,22.6,17.5,0.0,24.2,30.28
2021-01-26,23.2,18.7,0.0,27.5,25.12
2021-01-27,25.1,17.7,0.0,20.9,29.48
2021-01-28,23.0,16.9,0.6,30.3,23.25
2021-01-29,20.0,16.0,0.0,33.4,25.91
2021-01-30,22.8,14.8,0.4,15.5,29.66
2021-01-31,24.0,13.3,0.0,25.5,28.68
2021-02-01,23.5,13.5,0.0,22.3,27.12
2021-02-02,23.8,16.6,0.0,13.4,24.93
2021-02-03,24.6,17.4,0.0,24.7,28.92
2021-02-04,24.1,16.5,0.0,21.9,28.25
2021-02-05,23.0,18.4,1.5,23.9,20.13
2021-02-06,23.4,18.8,0.0,19.1,22.72
2021-02-07,23.0,18.2,0.0,21.9,25.11
2021-02-08,23.3,16.3,0.0,22.5,27.63
2021-02-09,23.0,18.6,1.9,29.4,15.65
2021-02-10,22.5,16.9,11.5,31.9,8.55
2021-02-11,21.6,17.3,1.4,24.8,25.07
2021-02-12,21.1,16.3,0.0,23.0,27.04
2021-02-13,22.9,13.6,0.0,17.1,28.11
2021-02-14,24.0,17.3,1.5,26.0,23.08
2021-02-15,22.2,19.0,62.7,39.1,4.77
2021-02-16,23.2,19.1,11.0,31.9,7.96
2021-02-17,23.4,16.1,0.3,22.7,24.89
2021-02-18,21.2,13.6,0.0,18.8,24.91
2021-02-19,21.7,15.6,0.0,17.9,26.13
2021-02-20,22.0,16.3,0.0,20.7,27.45
2021-02-21,23.9,14.5,0.0,17.9,26.2
2021-02-22,22.7,17.7,0.0,24.2,25.12
2021-02-23,23.4,19.4,0.4,33.5,22.33
2021-02-24,23.8,19.3,0.0,27.0,25.08
2021-02-25,24.0,18.2,0.1,15.5,21.33
2021-02-26,22.7,17.1,0.7,16.8,18.64
2021-02-27,23.3,16.6,0.3,17.7,21.63
2021-02-28,23.5,18.0,1.7,20.7,22.01
2021-03-01,22.4,18.4,14.2,23.3,16.91
2021-03-02,22.4,17.9,35.6,18.6,17.94
2021-03-03,22.6,18.8,6.0,20.1,14.26
2021-03-04,22.1,17.2,6.3,19.1,15.99
2021-03-05,21.3,15.4,4.4,16.6,19.27
2021-03-06,21.8,15.4,4.5,24.8,16.51
2021-03-07,20.3,17.0,0.9,34.3,20.04
2021-03-08,19.9,17.3,0.1,33.1,18.59
2021-03-09,20.0,15.9,0.3,19.3,15.44
2021-03-10,22.0,15.8,2.5,18.1,12.18
2021-03-11,21.8,15.9,9.1,22.3,20.94
2021-03-12,23.4,15.1,0.1,13.1,22.6
2021-03-13,22.1,14.4,0.0,15.9,23.13
2021-03-14,23.3,13.0,0.0,22.9,21.85
2021-03-15,23.0,16.5,0.5,17.1,20.02
2021-03-16,22.0,16.9,0.5,21.4,12.7
2021-03-17,22.1,13.3,0.2,21.3,19.06
2021-03-18,21.4,16.6,4.8,17.8,16.71
2021-03-19,20.9,14.4,0.4,12.6,18.17
2021-03-20,20.5,12.9,0.0,15.8,19.32
2021-03-21,21.0,12.1,0.0,16.5,17.81
2021-03-22,21.9,11.5,0.0,12.3,20.69
2021-03-23,21.8,12.4,0.0,8.6,19.26
2021-03-24,22.0,13.3,0.0,25.2,20.64
2021-03-25,22.6,13.3,0.0,17.3,19.84
2021-03-26,22.0,14.5,0.1,25.0,16.6
2021-03-27,21.4,17.7,0.6,32.1,13.83
2021-03-28,21.4,18.5,1.7,29.5,9.94
2021-03-29,21.8,18.3,22.1,25.1,10.47
2021-03-30,21.1,19.3,7.6,28.6,9.59
2021-03-31,20.3,14.3,16.7,32.1,7.35
2021-04-01,20.5,14.3,9.3,16.6,12.62
2021-04-02,19.9,12.2,0.0,29.3,17.42
2021-04-03,20.4,14.4,0.5,23.0,18.57
2021-04-04,20.2,14.2,0.3,18.1,15.82
2021-04-05,21.0,16.3,0.0,21.3,12.72
2021-04-06,21.0,16.7,0.0,24.9,10.77
2021-04-07,20.7,15.6,0.0,19.7,16.62
2021-04-08,20.9,16.0,2.9,19.4,13.79
2021-04-09,19.9,17.3,0.5,33.7,7.77
2021-04-10,20.0,18.1,27.6,43.3,4.49
2021-04-11,22.4,16.1,2.6,24.3,16.42
2021-04-12,22.0,15.1,2.1,13.2,10.35
2021-04-13,21.8,16.6,0.8,19.5,14.87
2021-04-14,17.9,14.9,4.6,25.7,10.34
2021-04-15,19.5,14.9,0.5,25.2,12.57
2021-04-16,19.9,16.7,0.5,23.4,14.13
2021-04-17,17.2,14.2,9.1,33.5,12.06
2021-04-18,18.2,12.0,0.0,21.8,11.46
